article,donation_amount,donation_date
2000_Porsche_Tennis_Grand_Prix,329.54,2023-05-05
Lu_Jinbao,49.28,2022-07-19
Diopocephalus,380.4,2021-07-05
State_Route_400_(Nevada),383.29,2023-03-30
Counter-Reformation_art,312.82,2023-05-24
"Sir_Henry_Belasyse,_1st_Baronet",23.98,2025-06-27
Yaakov_Gesundheit,292.12,2022-07-12
Rulers_of_Hesse,86.09,2025-02-24
C-Repeat_Binding_Factor,43.42,2023-07-01
Bromocyan,96.43,2022-08-05
Eneritz_Iturriaga,294.43,2021-02-21
M._pudica,301.62,2022-02-12
Motorola_EXORciser,274.41,2021-11-28
NWA_Tri-State_Heavyweight_Championship,425.75,2023-05-02
America_and_colonialism,240.26,2021-02-24
Audnedalen,314.4,2022-02-01
Okefenokee_Regional_Library_System,79.8,2021-04-19
Ken_Shellito,213.16,2025-04-17
"Martonffy,_Alexander",493.65,2023-10-21
Paveletskaya_(Koltsevaya_Line),196.11,2025-09-07
Cellular_repeaters,63.25,2024-09-05
Alcyonidium_(Bryozoa),62.39,2023-10-13
VMFA_142,286.81,2022-06-27
HMS_Jalouse_(1809),298.65,2024-04-24
Carrai_cave_spider,64.36,2022-09-26
List_of_minor_planets/134801-134900,464.42,2021-04-28
Kajuuji_Mitsutoyo,293.19,2021-05-02
Bolos_de_Bacalhau,379.06,2023-11-13
Anglican_Bishop_of_Taranaki_and_of_Waikato,324.53,2023-05-11
Comic_Sans_MS,426.02,2023-04-16
Airbus_A300B4-2C,300.69,2024-10-27
Little_Mahantango_Creek,58.55,2023-02-13
KFAN-FM,249.98,2024-11-26
Eastern_Guarani,183.45,2022-09-27
Stillwater_Bridge,180.46,2022-08-01
Laura_Ann_Branigan,348.63,2021-07-12
The_Cloud,394.22,2024-09-18
IMC_podiatry_residency_program,439.59,2024-03-13
Steven_A._Rotter,297.67,2022-06-11
Words_of_Finnish_origin,395.29,2022-04-04
Portuguese_folk_music,133.47,2022-07-21
Hagai_Shaham,255.85,2023-08-02
Pogar_Bangil_Stadium,225.42,2021-04-10
Lago_Jatuncocha,312.64,2025-05-01
David_Bennes_Barkeley,106.11,2023-02-13
Ellen-Sofie_Olsvik,378.26,2024-01-24
Haydn_Mountain,353.35,2023-08-21
Vitaly_Zhukovsky,232.47,2021-11-12
ALDH2,147.94,2021-08-21
US_Route_16A_(South_Dakota),8.26,2021-07-10
Mount_Pierre,267.93,2025-03-04
"Peterson,_KS",203.27,2024-05-20
Argument_from_lack_of_imagination,48.07,2021-08-19
Andrew_Reid,374.01,2024-02-07
Rhinehessen,314.18,2022-02-09
Louisiana_Highway_611-6,359.1,2020-12-23
Fissidens_adianthoides,464.25,2022-05-01
Negru,42.43,2022-05-05
"Council_Point_Park,_Lincoln_Park,_MI",64.37,2022-11-18
Haydn_Mountain,99.78,2021-03-05
List_of_Manglerud_Star_Ishockey_seasons,471.32,2023-03-12
Claudio_de_la_Torre,162.5,2023-06-27
Street_Beat_(song),264.58,2024-04-11
Kharajiyan,216.96,2021-06-20
"Greenwich_Township_School_District_(Gloucester_County,_New_Jersey)",423.51,2025-09-02
Saturn_XI,426.73,2022-08-09
Jewish_Philosophy,307.29,2024-05-01
Supranefran,471.35,2025-01-28
Johnny_Bruno,76.66,2025-06-07
Muscular_process_of_arytenoid_cartilage,67.34,2021-02-14
Close_You_Eyes_and_Close_To_Me,94.89,2022-02-28
Crampon_(heraldry),403.26,2023-03-27
Marsolan,480.22,2024-02-26
"Bipin_Chandra_Joshi,_PVSM,_AVSM,_ADC",205.11,2025-04-30
Sergio_Pinero,70.15,2021-12-05
Spatial_icon,140.66,2022-01-20
Italian_Air_Force_ranks,265.72,2023-05-31
"Shurestan,_Razavi_Khorasan",125.13,2022-08-08
Sebastian_Koch,169.92,2025-08-01
HMCS_Chignecto_(MCB_156),284.2,2021-12-14
Cliffwood_Hall,331.42,2021-08-05
October_2017,51.09,2023-03-20
Hash_Pipe,302.47,2022-07-18
Andenes_(Norway),477.54,2024-11-03
Roman_Catholic_Diocese_of_Elphin,212.99,2025-01-11
Tennant_Creek_Town_Council,72.18,2023-07-24
Thai_Pancake,370.43,2021-06-11
"Philippine_House_of_Representatives_elections,_1934",340.57,2024-11-26
Sport_Palace_Lokomotiv,67.55,2021-09-08
Kaihikapu,216.94,2023-04-03
The_Sell-In,240.54,2022-12-06
The_Star_Chamber,282.94,2023-07-27
"National_Academy_of_Engineering,_Institute_of_Medicine",432.36,2023-10-24
List_of_Undressed_episodes,112.9,2022-02-19
Hector_Freschi,173.0,2025-01-23
"High,_middle,_and_low_justice",93.4,2025-05-06
WEYW-LP,129.2,2021-07-06
Copper_acetonitrile_complex,276.09,2022-07-05
List_of_Thomas_and_Friends_railway_engine_characters,69.78,2024-06-12
Dwight_eisenhower,117.79,2023-03-03
Doolgunna,335.58,2025-07-18
Barbara_Radnofsky,1.47,2024-01-18
List_of_LGBT_actions_in_the_United_States_prior_to_the_Stonewall_riots,163.03,2021-04-11
Whispering,103.33,2024-11-11
Stoplight_party,352.9,2024-07-08
DeCODE_Genetics,357.96,2022-02-26
Kathryn_Tully_(Drive_character),244.58,2022-09-19
Symphony_No._3_(Bax),241.75,2023-03-27
Arrestor_gear,42.48,2023-10-02
High_Energy_(song),350.48,2022-10-04
Disney_Dining_Plan,72.0,2025-07-21
Dylan_Mulholland,391.65,2025-07-08
Aktion_Arbeitsscheu_Reich,54.93,2024-06-06
Gonas,105.35,2024-03-21
Melvin_Eugene_Carnahan,154.77,2021-04-16
Super_Hits_(Sherbet_album),270.42,2023-06-11
Gelofte_Afrikaner,373.44,2021-10-07
Certificate_in_Polish_as_a_Foreign_Language,486.5,2024-06-19
Thuringowa_Central,4.06,2025-09-03
Luis_Regueiro_Pagola,313.23,2024-08-30
Sufjan_Stephens,145.18,2022-05-04
Disney_Dining_Plan,10.54,2022-06-23
Ardhi_University,86.75,2025-10-30
Speaking_in_Tongues_(Hilltop_Hoods_song),189.54,2021-08-24
Kyrian_Nwabueze,114.81,2023-07-11
HSS_Explorer,121.33,2024-02-05
Bothaville_Commando,230.73,2024-11-04
Denseflower_rein_orchid,151.29,2023-01-12
List_of_American_films_of_1984,197.35,2022-12-18
Area_resistivity,356.67,2025-09-06
Jacopo_Landino,388.44,2021-03-14
Alexander_Betts_(social_scientist),253.93,2021-07-27
Racon,140.99,2021-12-17
U.S._Customshouse_(Providence),267.75,2024-02-26
Getting_There_(film),341.94,2025-10-30
Cetatuia_River_(Tutova),463.58,2023-01-15
Adaptation_to_global_warming_in_Jordan,212.55,2023-12-18
Stationary,298.98,2024-09-04
Parti_Quebecios,359.83,2024-05-19
"Empire,_California",69.67,2024-09-08
The_Meal_at_the_House_of_Simon_the_Pharisee,210.4,2022-10-16
Visible_Spectrum,402.98,2025-04-04
Alexandr_Sobko,118.33,2024-07-18
The_Creole,401.76,2023-10-08
Bradypodion_karrooicum,143.18,2023-12-30
Denseflower_rein_orchid,163.69,2021-01-08
Nur_in_der_Wiener_Luft,363.92,2024-05-02
David_Ramsay_(Ontario_politician),41.28,2024-06-19
Pre-Modern,375.96,2021-08-21
Hakon_Skogseid,222.59,2022-09-24
Business_Requirements,469.31,2023-10-09
ISO/CEI_10646:2000,340.87,2022-05-19
"Holy_Trinity_Academy,_Telford",433.69,2022-07-21
Brass_instrument_valve,1.41,2022-05-16
Christian_Friedrich_Heinrich_Wimmer,10.33,2025-05-31
CD59,91.41,2024-12-05
Shebna_inscription,0.54,2024-10-03
Jordanian_Gas_Transmission_Pipeline,489.0,2023-01-29
Seehausen_am_Staffelsee,190.25,2022-04-20
Sir_Hew_Strachan,428.56,2022-12-03
M-hydroxyphenylpropanolamine,251.34,2023-05-14
Hanover/Academy,374.72,2022-06-18
Piz_la_Stretta,57.1,2025-05-16
Fakhr_od_Din,415.07,2025-09-09
Storo-Bocko-Lokao_Nature_Reserve,369.68,2022-11-23
Soomepoisid,323.93,2023-11-27
L8R_(Band),421.87,2021-04-04
Pascualcobo,201.94,2022-10-30
Ain_shams_university_faculty_of_medicine,18.34,2020-12-06
LITGRID,255.13,2025-04-18
My_So_Called_Wife,131.13,2022-12-05
List_of_Belgian_postal_codes,404.35,2024-12-19
Stomus,321.36,2022-11-17
Johannes_Baumann,94.46,2025-09-07
Tannersville_Railroad_Station_(New_York),480.78,2022-08-23
Ha-ha,393.64,2021-08-10
Pyropteron_minianiformis_aphrodite,268.31,2024-11-15
Aegidius_of_viterbo,114.43,2023-01-26
Munich_Regensburg_Prague_Cycleway,228.82,2023-07-15
Cobain_(surname),351.08,2023-05-08
1990_New_Zealand_National_Soccer_League,174.86,2022-12-03
Magic_Weekend,438.89,2021-03-22
Franz_Xaver_Sussmayer,364.55,2022-12-16
Nebo_je_malo_za_sve,55.8,2023-11-20
Agrirama,10.08,2025-04-05
Cocos_Islands/Geography,45.05,2025-06-12
Akeleng,378.15,2023-04-12
Eleanor_Thackara,299.31,2024-10-27
Softball_at_the_1999_Pan_American_Games,141.7,2022-07-03
Agah-e_Sofla,71.04,2023-10-30
SSN-703,116.41,2022-09-04
Birjis_Qadr,417.94,2021-05-14
Diopocephalus,207.89,2022-09-13
David_Bennes_Barkeley,331.85,2023-07-04
M141_Bunker_Defeat_Munition,84.7,2024-12-29
Johann_Peter_Weissmuller,186.84,2023-03-31
Shootin_for_Love,162.63,2025-06-16
Inkawar,189.56,2023-09-10
Leonid_Aleksandrovich_Vesnin,26.67,2024-11-29
Moscow_State_University_for_International_Relations,100.53,2025-10-17
Miki_Hayasaka,227.34,2025-10-09
Rubenbauer,322.32,2023-09-04
52_foot_motor_lifeboat,219.15,2023-08-31
2010_NFL_Playoffs,169.68,2025-02-19
List_of_Amish_and_their_descendants,91.12,2022-10-13
Slender-billed_Greenbul,320.9,2022-05-06
Terry_Davies_(cricketer),306.17,2024-02-05
Gangsters:_Organized_Crime,169.45,2022-05-20
Rulers_of_Hesse,264.01,2022-08-18
Samuel_Freeze,303.1,2024-07-13
Richard_Thomson,276.04,2023-04-25
Medieval_isauria,213.06,2022-01-02
Port_Coquitlam_Buckaroos,239.78,2023-12-03
Sedan_delivery_vehicle,191.81,2025-05-28
Papilio_philolaus,496.43,2022-09-24
Back_injury,13.12,2025-04-14
Super_monkey_ball_touch_and_rolll,167.52,2022-05-11
Reagan_administration,214.86,2021-05-12
Stomus,289.73,2023-12-09
Constructs_of_the_State,79.09,2023-04-30
Kabuliwallah_(disambiguation),318.41,2022-09-13
Carlos_Zeferino_Torreblanca,418.83,2023-03-11
"Bipin_Chandra_Joshi,_PVSM,_AVSM,_ADC",60.09,2023-01-09
Yellow-rayed_lasthenia,394.16,2022-01-11
Marcq_En_Baroeul,333.33,2022-06-18
Bill_Rieth,98.57,2024-04-07
Campana_Factory,62.39,2022-04-22
Dino_Porrini,192.71,2023-08-15
Michael_Wallace_(lawyer),99.4,2024-08-03
Filles_de_Kilimanjaro,498.67,2023-10-26
TAF9,270.89,2021-01-24
Once:_Wonderland,239.04,2025-05-29
Persepolitan,78.16,2022-06-15
Trouserpress.com,242.37,2023-10-22
"Arlington_House,_Margate",414.14,2022-08-15
Meinhard_II_of_Carinthia,497.69,2021-10-04
Tancrede_Boucher_de_Grosbois,482.83,2024-06-25
Al-Manar_(magazine),147.51,2023-01-28
Old_Billerica_Road_Historic_District,426.25,2025-07-18
Miyannasheen_District,175.24,2025-05-13
"Prince_Hall_Masonic_Temple_(Washington,_Washington,_D.C.)",53.58,2025-06-16
Streptomyces_pheochromogenus,392.94,2022-07-05
Copper_acetonitrile_complex,140.48,2025-01-21
Tohoku_Golden_Eagles,197.38,2023-01-31
Rave-On_Records,426.35,2025-10-09
Whispering,79.7,2022-05-03
Paul_Mathiesen_(disambiguation),110.76,2023-06-07
John_G._Lund_House,186.73,2024-06-20
Wortzel,452.31,2022-06-11
Pilgrimage_centres_near_Ernakulam_town,383.03,2023-02-25
"Engel,_Carl",379.73,2020-12-31
B_acaulis,240.19,2021-05-29
Slap-back,395.64,2022-11-28
Mcgain_v_daugherty,130.3,2022-07-03
Dolichosoma,67.94,2024-04-23
Copper-Pyrites,238.7,2024-10-25
"Gumnisko,_Wieruszow_County",371.88,2023-06-07
Son-of-man,292.5,2022-12-05
Horace_Copeland,290.6,2024-11-09
Miguel_Gregorio_Antonio_Ignacio_Hidalgo_y_Costilla_Mandarte_Villasenor_y_Lomeli,353.45,2023-11-02
Innerthal_SZ,232.93,2022-03-22
Joseph_Hawdon,409.14,2023-09-18
Virtual_Routing_and_Forwarding,155.51,2024-01-14
OS_X_(operating_system),262.73,2023-03-07
List_of_people_from_Lleida,181.2,2021-10-27
Mountain_America_Credit_Union,276.67,2025-04-26
5-fluoroorotic_acid,414.67,2023-09-06
Portland_Maine,93.86,2023-12-08
Red_Squirrels,2.69,2022-12-23
Nicolas_Marie_Quinette,231.24,2023-01-24
BGT_6,88.99,2020-12-02
List_of_minor_planets/134801-134900,380.36,2022-02-04
New_york_guitar_show,182.98,2021-05-27
Sarah_Bombell,441.0,2024-11-26
"Tajabad,_Zarand",32.11,2023-04-10
Vitthal_Jhaveri,339.51,2023-05-09
Xigong_District,401.6,2025-10-16
Red_Squirrels,480.17,2022-05-23
"Holy_Trinity_Academy,_Telford",86.9,2021-03-29
Wasteland_(DC_Comics),463.83,2025-03-06
Isuzu_Caribe_442,40.86,2022-01-18
Australian_property_law,422.95,2023-06-20
Life_Gone_Wrong,416.25,2022-11-02
Roger_King_(novelist),133.95,2022-11-22
Li_Tchoan_King,219.11,2023-10-26
Tikait_Nagar,290.79,2023-10-02
Marginella_gilva,115.02,2021-04-11
Atapaka,185.41,2024-12-06
"Arnail_Francois,_marquis_de_Jaucourt",187.24,2025-03-29
Alfa_Romeo_D.2_C.30,322.22,2022-12-29
Bids_for_the_1984_Summer_Olympics,328.73,2022-03-04
British_146th_Infantry_Brigade,74.77,2025-10-08
Dominican_Republic_Highway_1,122.16,2024-02-01
Uncial_0135,451.22,2023-04-19
17th_Street_/_Santa_Monica_College_station_(Los_Angeles_Metro),251.76,2021-09-02
Osman_Saifullah,126.25,2025-09-06
Jacobite_rising_in_1715,401.13,2023-02-14
Integer_circuit,497.27,2023-10-24
Paul_Sellew,257.31,2023-04-28
SS_Kopara,312.88,2022-11-06
Hannes_Anier,337.88,2025-05-29
Efteling_Theatre,397.76,2021-07-27
Rosenbergia_breuningi,143.8,2023-02-27
Clark_Y,62.32,2022-06-25
Beta-lactams,431.77,2024-06-21
Acosmeryx,446.2,2023-07-26
Stephen_Weah,469.83,2023-04-03
GPR20,212.11,2021-06-22
21_Seconds,111.82,2023-12-09
Anzac_rifle_range,189.47,2023-07-07
The_White_Juga,181.09,2021-01-25
Eligible_Receiver,95.08,2021-12-27
First_Interstellar_War,345.43,2022-03-02
Salpa-Line,173.91,2022-11-02
Meanings_of_minor_planet_names:_75001-76000,74.33,2023-09-07
Tak3n,370.68,2023-09-09
Chandrabadani_Devi,403.5,2024-07-12
Loveland_(R._Kelly_album),53.33,2024-03-22
Hilliard_bradley,223.16,2023-12-10
Johnny_Bruno,208.26,2024-09-17
Veyreau,37.95,2023-06-23
Barbuti,81.03,2023-01-12
Leslie_G._Valiant,283.81,2021-09-15
Yleinen_tyottomyyskassa,342.88,2025-08-06
Abu_Tor,87.47,2023-05-09
Intel_Core_i3-4370T,456.68,2024-01-11
Lepitsa,379.86,2023-07-31
Dual_Numbers,387.68,2022-08-05
Yokanga,1.22,2021-08-15
Sam_Phran_District,159.05,2023-09-12
Synergism,36.42,2022-04-07
Penicillium_manginii,190.03,2022-11-24
Gansuiformes,334.1,2021-03-27
NAI2O,121.98,2025-06-08
Bobsey_Twins,372.03,2023-09-24
Alexandrovsk-Sakhalinski_District,110.79,2025-01-01
"Kahyalar,_Gazipasa",38.8,2022-09-01
Northampton_Carnival,241.0,2025-01-29
Abokouamekro_Game_Reserve,92.72,2022-10-01
Ariel_Levy_(disambiguation),395.85,2023-07-13
Sir_Hew_Strachan,72.39,2024-02-06
Clinton_(PA),463.37,2021-11-21
Pechelbronn,458.84,2025-05-01
Andy_Miller_(Rugby_Union),131.77,2023-08-21
Sykes_Warbler,114.22,2022-01-05
Vanda_simondii,226.31,2021-12-03
Lyall_Medal,406.38,2024-08-09
Justice_Cushing_(disambiguation),473.37,2021-12-11
Ko_Sukorn,58.59,2021-12-18
Pavel_Sevyarynets,186.84,2024-03-01
Palas-e_Abadan,365.95,2023-09-25
Decrees_of_Trent,251.21,2021-07-26
Naveed_Nawaz,252.93,2022-04-07
The_Colonial_Dames_of_America,384.89,2024-07-10
Lophothoracia,334.48,2021-09-08
Self-complementary_graph,200.26,2024-04-07
Honda_CB250_(disambiguation),492.14,2024-07-05
Akhtar_Hussain_(field_hockey),267.72,2022-05-13
Mental_health_economics,498.42,2021-08-02
List_of_massacres_in_Peru,349.58,2022-07-27
Bulbophyllum_barbigerum,57.63,2024-02-02
Hevein_(band),346.36,2022-07-20
"Pointe_Riche,_Newfoundland_and_Labrador",380.77,2022-12-06
H-23_Raven,354.78,2021-02-05
Wallacia_trilobite,317.14,2025-04-22
George_Edmund_Street,86.68,2023-09-07
Reginald_Davies,120.87,2022-04-14
Wasp_class,460.97,2024-09-04
Alkaline_anion_exchange_membrane,424.84,2025-05-23
Sayed_Mustafa_Kasemi,324.5,2022-05-17
Northern_Maalhosmadulu,339.03,2021-06-18
Charles_Haskell_House,489.03,2025-08-26
Trenton_Pat_Pavers,491.28,2024-11-20
Crawley_Baths,377.05,2024-07-14
Uesson,12.12,2023-07-14
"Frank_Selke,_Jr.",273.7,2023-05-14
John_A._Prior_Health_Sciences_Library,284.16,2022-10-23
Sidney_St._Bunker,423.37,2024-09-26
PC_860,467.33,2022-11-22
Anderson_Mineiro,344.72,2024-08-11
Robert_Gilchrist_(footballer),473.9,2021-07-14
Violoncello_da_Span,233.54,2021-11-21
IBM_Betriebssystem/2,115.85,2023-02-11
"Batheaston,_Somerset",18.6,2023-01-29
County_Kerry_(UK_Parliament_constituency),487.35,2021-11-08
BTNH,290.0,2023-10-12
21_Seconds,124.82,2023-06-28
Hendungen,214.24,2021-01-27
Edward_Simons_Fulmer,477.5,2024-08-07
Huber_School_of_Astrology,214.47,2021-11-15
John_Drummond_of_Milnab,167.35,2024-09-04
Flames_(film),497.2,2024-10-05
Mayor_of_Beverly_Hills,429.8,2025-09-12
Korean_National_Assembly,217.83,2021-03-17
Peter_Greene,385.27,2025-10-17
"Ilitch,_Christopher",108.3,2022-08-21
Golden_Key_International_Honor_Society,309.62,2023-02-11
Vikkiravandy-Thanjavur_National_Highway_(NH-45C),257.94,2025-09-15
Red_Bluff_(Mississippi_landmark),104.92,2022-11-21
Pyrotechnic_device,296.01,2025-01-05
Ditton_Castle,237.99,2021-04-26
Maruekatayawan_Palace,142.73,2020-11-30
Warrior_(Unleashed_album),226.45,2023-11-24
Penang_Ferry_Service,34.11,2024-09-20
List_of_Heroes_of_the_Russian_Federation-L,339.61,2025-10-14
MAZ-7912,439.02,2021-07-10
February_1925,101.16,2025-07-21
Frederick_j._iseman,370.57,2024-01-07
Influence_function,395.23,2022-06-01
"Cherance,_Sarthe",208.29,2024-02-24
The_Betrayed,263.6,2023-08-23
Sam_Phran_District,357.08,2022-03-07
UTC14,151.75,2025-10-27
Nelson-Reardon-Kennard_House,234.41,2024-08-21
1257_(year),446.63,2024-02-29
Sonic_Jihad_(Snake_River_Conspiracy_album),73.12,2021-06-02
Jasarum,131.24,2023-07-29
Pionia,496.82,2022-12-12
"Brazilian_legislative_election,_1982",448.55,2022-07-21
FusionCharts,420.31,2021-03-20
Ted_Lempert,497.37,2021-12-18
Smarter_Feller,156.92,2022-08-28
List_of_Russians_from_Ukraine,39.43,2025-11-05
Sten_Ziegler,67.68,2023-05-22
Video_Game_console,261.46,2022-02-24
Asia_frogs,182.6,2025-01-09
Fifty-Fifty_(film),71.74,2022-05-27
FC_Shakhtyor_Kiselyovsk,174.67,2021-11-05
Ingolstadt_Hauptbahnhof,133.89,2024-11-18
Natalia_Zavatskaya,341.98,2025-10-05
Auditing_Practices_Board,435.81,2025-07-24
Phantonym,266.83,2022-04-07
David_rabeeya,268.79,2023-05-24
"Cedar_Township,_Arkansas",364.37,2021-11-26
Kojatice,326.62,2021-06-16
Wai_Y._Chin,206.04,2022-10-07
Bianka_Panova,487.97,2025-08-30
Anasa,250.86,2023-03-30
Duclauxin,330.13,2022-10-30
1986_in_British_music,217.01,2025-01-14
Tiruchirappalli_Cantonment,343.94,2023-06-02
Pelargoderus_vitticollis,348.21,2021-12-15
Lactuceae,284.29,2025-01-10
Arhennius,494.69,2025-06-28
Breed_back,281.66,2022-01-01
Zhang_Xian,317.48,2023-02-04
Tepehuantin,371.45,2024-08-09
Eliwidj,473.3,2023-10-05
Yrjo_Linko,408.68,2025-05-20
The_Russian_Archive,464.04,2022-09-21
The_Sell-In,250.3,2023-02-05
Andal_Ampatuan_Sr.,228.55,2023-06-30
Zaharaddeen_Bello,13.91,2020-12-10
Suzereinty,251.99,2025-07-28
"Irish_general_election,_2007",119.6,2021-01-25
Topworking,481.56,2022-03-12
British_colonial_rule,443.73,2025-06-09
Jerome_Allen,388.84,2024-10-03
Mark_Hughes_(disambiguation),111.12,2023-08-27
Eclipse_Classic,6.32,2024-03-25
Bahai_Faith_in_Chad,4.21,2020-12-14
Lexus_LS_(XF50),356.27,2024-06-17
"William_J._Lynch,_Jr.",120.52,2021-05-03
Hilliard_bradley,55.1,2023-11-01
Matt_Evans_(rugby_union),99.34,2024-09-16
Denis_Pederson,448.95,2023-03-29
March_28th,166.88,2022-07-12
Bounty_prize,120.53,2025-05-14
Magonet,326.23,2021-03-07
Diary_of_a_Madman_(song),408.49,2023-08-24
Ralph_Dwaine_Felton,317.14,2023-01-11
Chewing_tobcco,171.06,2021-04-07
William_Estus_McVey,20.68,2024-03-12
"Cornwall,_PA",477.76,2022-03-30
Fakhr_od_Din,372.05,2023-04-02
The_Hayes_(comics),421.64,2023-02-28
Mississippi_Heritage_Trust,90.53,2022-12-15
Louise_Lind-Af-Hageby,43.38,2022-09-16
Belleville_Historic_District,17.49,2021-11-29
Valea_Mesteacanului_River,108.53,2024-03-26
"Virginia_elections,_2017",25.53,2025-06-06
A._A._Julius,347.15,2023-08-19
Kafr_Qadah,344.52,2023-10-27
Crawley_Baths,272.37,2025-05-18
Eye_candy,142.79,2022-02-13
Tinto,480.4,2022-11-07
Aulic_Council,161.55,2021-01-06
Ultrasonic_pest_control,403.83,2025-07-29
San_Cristobal_honeyeater,235.73,2022-12-01
Seehausen_am_Staffelsee,351.42,2023-05-10
Ivan_Erwich,381.05,2021-06-13
Boss_Fight_Entertainment,294.49,2021-09-12
Stephane_Bongo-Nouarra,308.46,2024-07-30
Candidate_of_Philosophy,60.65,2021-12-10
List_of_American_films_of_1984,335.61,2021-06-11
"Alakula,_Rapla_County",47.27,2020-12-22
Castrenoyane,395.29,2023-12-22
Stadium_Bogovinje,371.35,2023-01-16
Michael_Zagarell,403.02,2024-03-06
"The_Streetsweeper,_Vol._2",66.75,2025-07-03
Mogok_Vimala,291.64,2025-06-11
Crude_oil_price_Benchmarks,145.68,2021-03-31
Mr._Swave,27.07,2025-09-16
"George_Stewart_(footballer,_born_1932)",441.7,2021-03-10
1949_Latvian_SSR_Higher_League,187.75,2023-12-12
Tchatchou,286.34,2024-08-23
"Ashfield,_Mass",471.9,2023-07-26
Dreams_Take_Flight,200.68,2023-06-25
Negru,371.3,2023-06-06
Anti-austerity_movement_in_the_United_Kingdom,2.94,2025-06-07
Tambou_bas_a_yon_fas,76.09,2025-04-14
Emperor_Chin,456.02,2025-05-07
H_R_Nicholls,277.39,2022-08-01
Ted_Lempert,166.94,2023-06-04
Pneumatic_artificial_muscles,288.76,2022-10-12
Stuart_Manley,254.8,2025-09-25
Kokowaeaeh,282.04,2023-11-21
Marc_Silk,117.76,2021-08-05
List_of_public_art_in_Hammersmith_and_Fulham,315.77,2022-11-22
Louis_Nicolas_du_Muy,152.97,2025-02-12
Urda_Ridge,97.19,2025-10-02
Isabelle_Arnould,406.09,2025-08-24
Krowica_Lasowa,249.17,2025-05-20
Supaham,117.28,2024-12-26
A_Good_Man_Goes_to_War,246.78,2021-10-12
SJ_Loftie_Eaton,119.74,2023-01-15
Ljubica_Otasevic,419.04,2021-04-17
Hersal_Thomas,19.8,2025-07-13
Port_Coquitlam_Buckaroos,473.76,2022-04-20
Millettia_pinnata_seed_oil,45.27,2023-10-14
Ogdoconta_tacna,414.15,2021-12-24
Sedan_delivery_vehicle,92.49,2024-07-29
1908_Dixie_tornado_outbreak_sequence,200.93,2021-04-07
Shootin_for_Love,246.8,2022-11-27
Susa-no-o,443.89,2023-06-28
Logorama,308.06,2024-04-08
Cast_iron_hike,297.09,2023-01-29
Maniacal_(film),494.61,2022-10-16
Sonic_Jihad_(Snake_River_Conspiracy_album),6.57,2023-02-21
Ultrasonic_pest_control,163.41,2022-07-23
Timberland_blue-eyed_grass,103.25,2021-05-27
Lago_Jatuncocha,196.74,2024-05-21
De_Havilland_DH.104_Dove,386.19,2022-09-14
American_Express_Company_building,271.66,2022-05-06
Victorian_Amateur_Football_Association,183.01,2024-03-24
Gerry_McLoughlin,179.5,2022-05-17
"Brazilian_legislative_election,_1982",249.14,2022-04-02
"St._Joseph,_WI",195.79,2024-12-06
Chalet_Eugenia,489.82,2024-07-14
Cuisine_of_the_Caribbean,203.97,2025-07-06
Rathausball_Tanze,273.72,2021-07-31
RNE,251.27,2021-11-24
Canadian_honours,386.94,2023-04-03
Mlnet,255.13,2025-10-31
Blackie_Collins,84.94,2021-10-05
UWC_Robert_Bosch_College,432.37,2021-10-05
DaVille,471.98,2023-02-14
Lorry_hitch,84.34,2024-08-31
Aromachology,471.33,2020-12-22
NWA_Tri-State_Heavyweight_Championship,278.94,2021-11-03
"Hippodrome,_London",139.18,2025-05-14
Togo_Shigekata,225.45,2025-02-23
"Spiere-Helkijn,_Belgium",442.17,2023-10-10
The_Law_Of_The_Playground,34.07,2023-07-21
Arhennius,331.72,2025-07-03
Senate_Scholz_I,319.84,2024-06-03
Les_Halles_(Paris_Metro),480.23,2021-10-28
Dodge_Avenger,59.83,2022-07-07
Stanleya_pinnata,325.48,2023-09-28
"Detroit-Warren-Dearborn,_MI_MSA",15.25,2022-03-17
Looney_Tunes_Collector:_Martian_Revenge,341.42,2024-08-18
Marknadsdomstolen,369.56,2021-03-15
Progressive_architecture_award,44.15,2021-05-08
Future_u.s._flag,170.5,2023-12-12
Piz_la_Stretta,287.72,2022-02-13
VLA-4,219.36,2024-03-17
Success_for_all,66.18,2024-11-09
